codigo_cuoc_2022;denominacion_cuoc_2022
22640.006;Fisioterapeuta pediátrico
22640.007;Fisioterapista
22640.008;Kinesiólogo
22640.009;Kinesiólogo masajista
22640.010;Kinesioterapeuta
22640.011;Tecnólogo de fisioterapia
22640.012;Terapeuta de manipulación
22640.013;Terapeuta de readaptación física
22640.014;Terapeuta físico
22640.015;Terapeuta físico geriátrico
22640.016;Terapeuta físico ortopédico
22640.017;Terapeuta físico pediátrico
2265;Dietistas y nutricionistas
22650;Dietistas y nutricionistas
22650.001;Consejero en alimentación saludable
22650.002;Consultor en dietética
22650.003;Coordinador nutrición y dietética
22650.004;Dietista
22650.005;Dietista clínico
22650.006;Dietista comunitario
22650.007;Dietista de servicio de alimentos
22650.008;Dietista de servicio de comida
22650.009;Dietista nutricionista
22650.010;Nutricionista
22650.011;Nutricionista de actividades deportivas
22650.012;Nutricionista de salud pública
22650.013;Nutricionista deportivo
22650.014;Nutricionista dietista
2266;Fonoaudiólogos y terapeutas del lenguaje
22660;Fonoaudiólogos y terapeutas del lenguaje
22660.001;Audiólogo
22660.002;Audiólogo clínico
22660.003;Audiólogo educativo
22660.004;Audiólogo ocupacional
22660.005;Audiólogo pediátrico
22660.006;Audiólogo vestibular
22660.007;Audiólogo y terapeuta del lenguaje
22660.008;Audiometrista
22660.009;Especialista en audiología
22660.010;Fonoaudiólogo
22660.011;Fonoaudiólogo especialista en audiología
22660.012;Fonoaudiólogo especialista en cuidado crítico
22660.013;Fonoaudiólogo especialista en discapacidad de la comunicación infantil
22660.014;Fonoaudiólogo especialista en foniatría
22660.015;Fonoaudiólogo especialista en lenguaje infantil
22660.016;Fonoaudiólogo especialista en rehabilitación de la comunicación
22660.017;Fonoaudiólogo especialista en seguridad y salud en el trabajo o salud ocupacional
22660.018;Fonoaudiólogo especialista en terapia miofuncional y disfagia
22660.019;Logopeda o terapeuta del habla
22660.020;Ortofonista o terapeuta del habla
22660.021;Patólogo del habla
22660.022;Terapeuta clínico del lenguaje
22660.023;Terapeuta del habla
22660.024;Terapeuta del lenguaje
2267;Optómetras
22670;Optómetras
22670.001;Oculista
22670.003;Optómetra
22670.005;Optómetra ortóptica
22670.006;Optómetra ortoptista
22670.007;Optómetra pediatra
22670.008;Optometrista
22670.009;Optómetra contactólogo
22670.010;Optómetra deportólogo
22670.012;Optómetra en cuidado ocular primario
22670.013;Optómetra en segmento anterior
2269;Otros profesionales de la salud no clasificados en otros grupos primarios
22691;Terapeutas ocupacionales
22691.001;Especialista en terapia ocupacional clínica
22691.002;Musicoterapeuta
22691.003;Terapeuta musical
22691.004;Terapeuta ocupacional
22691.005;Terapeuta ocupacional clínico
22691.006;Terapista ocupacional clínico
22692;Profesionales en terapia respiratoria
22692.001;Kinesiólogo respiratorio
22692.002;Terapeuta cardiorrespiratorio
22692.003;Terapeuta respiratorio
22692.004;Terapeuta respiratorio intensivo
22692.005;Terapeuta respiratorio pediátrico
22693;Otros profesionales de terapia
22693.001;Gimnasta correctivo
22693.002;Técnico orientación de ciegos
22693.003;Terapeuta artístico
22693.004;Terapeuta de artes
22693.005;Terapeuta de atletismo
22693.006;Terapeuta de ciegos
22693.007;Terapeuta de danza
22693.008;Terapeuta de danza y movimiento
22693.009;Terapeuta de drama
22693.010;Terapeuta de movimiento
22693.011;Terapeuta de orientación de los ciegos
22693.012;Terapeuta de poesía
22693.013;Terapeuta de readaptación laboral
22693.014;Terapeuta recreacional
22693.015;Terapeuta recreativo
22699;Profesionales de la salud no clasificados en otras ocupaciones
22699.001;Auditor médico
22699.002;Doctor quiropráctico
22699.003;Osteópata
22699.004;Podólogo
22699.005;Quiropodista
22699.006;Quiropráctico
23;PROFESIONALES DE LA EDUCACIÓN 
231;Profesores de instituciones de educación superior
2310;Profesores de instituciones de educación superior
23100;Profesores de instituciones de educación superior
23100.001;Asistente investigación educación superior
23100.002;Asistente investigación universitaria
23100.003;Docente de educación superior
23100.004;Docente de educación superior de tecnología
23100.005;Docente de educación superior técnica
23100.006;Docente de universidad
23100.007;Educador de educación superior
23100.008;Maestro de educación superior
23100.009;Profesor académico universitario
23100.010;Profesor adjunto de universidad
23100.011;Profesor de áreas teóricas de la música en educación superior
23100.012;Profesor de composición musical en educación superior
23100.013;Profesor de educación superior
23100.014;Profesor de educación superior de administración
23100.015;Profesor de educación superior de administración pública
23100.016;Profesor de educación superior de agronomía
23100.017;Profesor de educación superior de antropología
23100.018;Profesor de educación superior de arqueología
23100.019;Profesor de educación superior de arquitectura y urbanismo
23100.020;Profesor de educación superior de arte dramático
23100.021;Profesor de educación superior de artes plásticas
23100.022;Profesor de educación superior de artes visuales
23100.023;Profesor de educación superior de bacteriología
23100.024;Profesor de educación superior de bellas artes
23100.025;Profesor de educación superior de ciencia política
23100.026;Profesor de educación superior de ciencias agronómicas
23100.027;Profesor de educación superior de ciencias biológicas
23100.028;Profesor de educación superior de ciencias de la educación
23100.029;Profesor de educación superior de ciencias naturales
23100.030;Profesor de educación superior de ciencias religiosas
23100.031;Profesor de educación superior de ciencias sociales
23100.032;Profesor de educación superior de comunicación social
23100.033;Profesor de educación superior de contaduría
23100.034;Profesor de educación superior de decoración y escenografía
23100.035;Profesor de educación superior de derecho
23100.036;Profesor de educación superior de dirección de agrupaciones musicales
23100.037;Profesor de educación superior de economía
23100.038;Profesor de educación superior de enfermería
23100.039;Profesor de educación superior de escultura
23100.040;Profesor de educación superior de filología
23100.041;Profesor de educación superior de filosofía
23100.042;Profesor de educación superior de física
23100.043;Profesor de educación superior de geología
23100.044;Profesor de educación superior de humanidades
23100.045;Profesor de educación superior de humanidades y ciencias religiosas
23100.046;Profesor de educación superior de idiomas
23100.047;Profesor de educación superior de informática
23100.048;Profesor de educación superior de ingeniería
23100.049;Profesor de educación superior de ingeniería civil
23100.050;Profesor de educación superior de ingeniería de minas
23100.051;Profesor de educación superior de ingeniería de sistemas
23100.052;Profesor de educación superior de ingeniería eléctrica
23100.053;Profesor de educación superior de ingeniería electrónica
23100.054;Profesor de educación superior de ingeniería industrial
23100.055;Profesor de educación superior de ingeniería mecánica
23100.056;Profesor de educación superior de ingeniería química
23100.057;Profesor de educación superior de instrumentos de cuerda
23100.058;Profesor de educación superior de instrumentos de viento
23100.059;Profesor de educación superior de lenguas modernas
23100.060;Profesor de educación superior de lenguas y literatura
23100.061;Profesor de educación superior de lingüística
23100.062;Profesor de educación superior de matemáticas
23100.063;Profesor de educación superior de medicina
23100.064;Profesor de educación superior de museología
23100.065;Profesor de educación superior de música
23100.066;Profesor de educación superior de musicoterapia
23100.067;Profesor de educación superior de odontología
23100.068;Profesor de educación superior de optometría
23100.069;Profesor de educación superior de pintura
23100.070;Profesor de educación superior de preescolar
23100.071;Profesor de educación superior de procesos y gestión industrial
23100.072;Profesor de educación superior de psicología
23100.073;Profesor de educación superior de restauración y conservación de patrimonio cultural inmueble
23100.074;Profesor de educación superior de restauración y conservación de patrimonio cultural mueble
23100.075;Profesor de educación superior de sociología
23100.076;Profesor de educación superior de teclados
23100.077;Profesor de educación superior de tecnología de la construcción
23100.078;Profesor de educación superior de tecnología eléctrica y electrónica
23100.079;Profesor de educación superior de tecnología informática
23100.080;Profesor de educación superior de tecnología mecánica
23100.081;Profesor de educación superior de tecnología química
23100.082;Profesor de educación superior de veterinaria
23100.083;Profesor de educación superior en dirección musical
23100.084;Profesor de educación superior en producción de audio
23100.085;Profesor de educación superior técnica
23100.086;Profesor de institución de educación superior
23100.087;Profesor de institución tecnológica
23100.088;Profesor de institución universitaria
23100.089;Profesor de instrumentos de percusión sinfónica en educación superior
23100.090;Profesor de música del conservatorio
23100.091;Profesor de música tradicional en educación superior
23100.092;Profesor de patrimonio y memoria
23100.093;Profesor de pedagogía musical en educación superior
23100.094;Profesor de universidad
23100.095;Profesor educación superior ciencias de la salud
23100.096;Profesor educación superior de biología
23100.097;Profesor educación superior de bioquímica
23100.098;Profesor educación superior química
23100.099;Profesor universitario asistente
23100.100;Profesor universitario asociado
23100.101;Profesor universitario de educación superior
23100.102;Profesor universitario titular
23100.103;Tutor universitario
232;Profesores de formación profesional
2320;Profesores de formación profesional
23200;Profesores de formación profesional
23200.001;Docente de educación media técnica
23200.002;Docente de educación técnica
23200.003;Etnoeducador
23200.004;Instructor acción social
23200.005;Instructor agroindustria
23200.006;Instructor banca y seguros
23200.007;Instructor cocina
23200.008;Instructor confecciones
23200.009;Instructor construcción
23200.010;Instructor contabilidad
23200.011;Instructor de alfarería
23200.012;Instructor de arte country
23200.013;Instructor de arte ruso
23200.014;Instructor de artesanías
23200.015;Instructor de bordados
23200.016;Instructor de carpintería
23200.017;Instructor de cestería
23200.018;Instructor de comercio
23200.019;Instructor de cosmetología
23200.020;Instructor de ebanistería
23200.021;Instructor de educación vocacional
23200.022;Instructor de electricidad
23200.023;Instructor de electrónica
23200.024;Instructor de enfermería
23200.025;Instructor de escuela vocacional
23200.026;Instructor de estampado
23200.027;Instructor de etiqueta y glamour
23200.028;Instructor de formación de música
23200.029;Instructor de formación en restauración y conservación de patrimonio cultural
23200.030;Instructor de formación pedagógica por competencias
23200.031;Instructor de formación profesional
23200.032;Instructor de fundición y metalurgia
23200.033;Instructor de gestión de la producción
23200.034;Instructor de hotelería
23200.035;Instructor de instituto técnico
23200.036;Instructor de joyería
23200.037;Instructor de mantenimiento industrial
23200.038;Instructor de manufactura del cuero
23200.039;Instructor de máquinas herramientas
23200.040;Instructor de mecánica y mantenimiento
23200.041;Instructor de minería
23200.042;Instructor de modelaje
23200.043;Instructor de muñequería
23200.044;Instructor de operación equipo pesado
23200.045;Instructor de peluquería y estética
23200.046;Instructor de producción agropecuaria
23200.047;Instructor de refrigeración, climatización y ventilación
23200.048;Instructor de secretariado
23200.049;Instructor de servicios de salud
23200.050;Instructor de soldadura
23200.051;Instructor de supervivencia
23200.052;Instructor de talla
23200.053;Instructor de tecnología automotriz
23200.054;Instructor de tecnología textil
23200.055;Instructor de tejidos
23200.056;Instructor de ventas y mercadeo
23200.057;Instructor de vitralería
23200.058;Instructor emprendimiento empresarial
23200.059;Instructor formación complementaria
23200.060;Instructor formación en agricultura
23200.061;Instructor formación en apicultura
